"","square1","square2","square3","room","type_house","state","value","currency","dist"
"382","30","17","6","1","panel","euro","35000","$","Sviatoshynsky"
"383","105","50","22","3","ukrainian_brick","euro","149000","$","Solomensky"
"384","100","45","22","3","ukrainian_brick","euro","235000","$","Pechersky"
"385","111","66","16","3","ukrainian_brick","euro","198000","$","Shevchenkovsky"
"386","110","55","20","3","ukrainian_brick","euro","128000","$","Darnitsky"
"387","34","18","6","1","ukrainian_brick","euro","37000","uah","Darnitsky"
"388","75","39","10","3","ukrainian_brick","good","75000","$","Darnitsky"
"389","65","35","12","3","monolyth_concrete","euro","65000","$","Darnitsky"
"390","52","9","34","2","monolyth_concrete","euro","85000","$","Darnitsky"
"391","98","40","30","3","ukrainian_brick","euro","350000","$","Holosiivsky"
"392","260","110","22","4","ukrainian_brick","from_builders(planirovka)","130000","$","Darnitsky"
"393","140","60","33","3","ukrainian_brick","euro","368000","$","Pechersky"
"394","76","36","13","2","monolyth_concrete","euro","93000","$","Dneprovsky"
"395","65","31","7","2","ukrainian_panel","euro","78000","$","Holosiivsky"
"396","62","38","7","3","ukrainian_brick","from_builders(planirovka)","80000","$","Shevchenkovsky"
"397","155","84","16","4","ukrainian_brick","euro","265000","$","Obolon"
"398","155","84","16","4","ukrainian_brick","euro","350000","$","Obolon"
"399","122","60","25","4","ukrainian_brick","euro","171000","$","Shevchenkovsky"
"400","125","64","18","3","ukrainian_brick","euro","240000","$","Obolon"
"401","110","62","18","3","ukrainian_brick","euro","410000","$","Obolon"
"402","82","43","16","2","ukrainian_brick","from_builders(otdelka)","105000","$","Podolsky"
"403","125","68","15","3","ukrainian_brick","euro","330000","$","Obolon"
"404","54","24","11","1","ukrainian_brick","euro","116000","$","Obolon"
"405","120","65","16","3","ukrainian_brick","euro","450000","$","Pechersky"
"406","141","71","19","3","ukrainian_brick","euro","550000","$","Pechersky"
"407","100","57","11","2","ukrainian_brick","from_builders(otdelka)","155000","$","Pechersky"
"408","75","41","15","2","ukrainian_brick","euro","70000","$","Darnitsky"
"409","87","37","29","3","ukrainian_brick","euro","187000","$","Holosiivsky"
"410","88","56","10","3","Stalinka","euro","400000","$","Pechersky"
"411","58","35","8","2","Stalinka","cosmetic_repair_needed","190000","$","Pechersky"
"412","143","80","16","4","ukrainian_brick","from_builders(otdelka)","430000","$","Pechersky"
"413","111","30","55","3","ukrainian_brick","euro","445000","$","Pechersky"
"414","44","22","8","1","ukrainian_brick","euro","145000","$","Pechersky"
"415","306","200","15","6","ukrainian_brick","euro","810000","$","Shevchenkovsky"
"416","75","35","14","2","ukrainian_brick","euro","133000","$","Obolon"
"417","62","24","16","1","ukrainian_brick","from_builders(otdelka)","110000","$","Obolon"
"418","43","16","14","1","ukrainian_panel","euro","56000","$","Dneprovsky"
"419","52","32","8","2","ukrainian_panel","good","47000","$","Holosiivsky"
"420","191","150","18","5","ukrainian_brick","from_builders(otdelka)","324530","$","Podolsky"
"421","52","22","12","1","","euro","79000","$","Solomensky"
"422","37","17","9","1","panel","from_builders(planirovka)","30000","$","Darnitsky"
"423","37","17","9","1","ukrainian_panel","from_builders(otdelka)","29000","$","Darnitsky"
"424","69","40","8","3","panel","euro","90000","$","Obolon"
"425","40.4","19","10","1","ukrainian_brick","good","45000","$","Obolon"
"426","100","49","19","2","ukrainian_brick","euro","229000","$","Pechersky"
"427","37","18","6","1","monolyth_concrete","euro","55000","$","Holosiivsky"
"428","36.6","18","6","1","monolyth_concrete","euro","55000","$","Holosiivsky"
"429","75","32","12","2","ukrainian_panel","euro","80000","$","Darnitsky"
"430","51","20","14","1","monolyth_concrete","good","55000","$","Darnitsky"
"431","57","29","8","2","panel","good","57000","$","Darnitsky"
"432","50","18","10","1","monolyth_concrete","good","47900","$","Darnitsky"
"433","73","35","12","2","","repair_unfinished","57800","$","Holosiivsky"
"434","56.3","39.4","6","3","ukrainian_brick","good","38000","$","Dneprovsky"
"435","230","138","18","4","before_revolution","euro","535000","$","Shevchenkovsky"
"436","47","32","7","2","","euro","44999","$","Sviatoshynsky"
"437","120","63","16","3","old_brick","euro","175000","$","Dneprovsky"
"438","66","38","13","2","before_revolution","satisfactory","120000","$","Holosiivsky"
"439","59","30","8","2","ukrainian_brick","good","70000","$","Darnitsky"
"440","95","56","14","3","ukrainian_brick","euro","228000","$","Obolon"
"441","90","40","13","2","ukrainian_brick","euro","175000","$","Obolon"
"442","125","65","18","3","ukrainian_brick","euro","215000","$","Obolon"
"443","49","18","10","1","ukrainian_panel","euro","53800","$","Holosiivsky"
"444","118","68","17","3","ukrainian_brick","from_builders(otdelka)","499000","$","Obolon"
"445","156","85","12","3","ukrainian_brick","euro","309000","$","Solomensky"
"446","162","81","21","4","ukrainian_brick","euro","320000","$","Holosiivsky"
"447","175","104","15","3","ukrainian_brick","euro","390000","$","Shevchenkovsky"
"448","72","30","26","3","ukrainian_brick","euro","238000","$","Holosiivsky"
"449","131","73","18","3","ukrainian_brick","euro","195000","$","Pechersky"
"450","178","98","18","4","ukrainian_brick","from_builders(otdelka)","232700","$","Holosiivsky"
"451","80","45","15","3","ukrainian_brick","euro","180000","$","Pechersky"
"452","103","60","20","3","ukrainian_brick","euro","156000","$","Holosiivsky"
"453","120","65","40","3","ukrainian_brick","euro","385000","$","Podolsky"
"454","49","16","22","1","ukrainian_brick","from_builders(otdelka)","53000","$","Darnitsky"
"455","46","15","25","2","before_revolution","good","116000","$","Shevchenkovsky"
"456","80","32","22","2","ukrainian_brick","from_builders(otdelka)","225000","$","Pechersky"
"457","45","29","7","2","ukrainian_brick","euro","105000","$","Pechersky"
"458","37","18","8","1","monolyth_concrete","from_builders(otdelka)","34000","$","Darnitsky"
"459","120","60","13","4","monolyth_concrete","euro","280000","$","Pechersky"
"460","187","72","60","4","monolyth_concrete","euro","500000","$","Pechersky"
"461","175.5","85","19-Mar","4","ukrainian_brick","good","295000","$","Holosiivsky"
"462","117","70","16","3","monolyth_concrete","euro","320000","$","Obolon"
"463","36","18","10","1","panel","euro","42000","$","Obolon"
"464","36","18","8","1","panel","cosmetic_repair_needed","36000","$","Obolon"
"465","47","19","15","1","ukrainian_panel","euro","49000","$","Podolsky"
"466","52","18","12","1","monolyth_concrete","from_builders(otdelka)","54000","$","Darnitsky"
"467","70","39.9","8-Feb","3","ukrainian_brick","good","110000","$","Obolon"
"468","65","33","14","2","","from_builders(otdelka)","67000","$","Dneprovsky"
"469","46","28","8","2","ukrainian_panel","good","43900","$","Dneprovsky"
"470","95","52","12","3","monolyth_concrete","good","79000","$","Darnitsky"
"471","74.2","35.7","13-Apr","2","monolyth_concrete","euro","110000","$","Solomensky"
"472","56","31","9","2","monolyth_concrete","from_builders(planirovka)","2505800","uah","Pechersky"
"473","78","36","15","2","ukrainian_brick","euro","195000","$","Pechersky"
"474","38","12","15","1","monolyth_concrete","from_builders(planirovka)","42000","$","Darnitsky"
"475","96","49","14","3","ukrainian_panel","good","64000","$","Darnitsky"
"476","32","18","5","1","monolyth_concrete","from_builders(planirovka)","36000","$","Darnitsky"
"477","77","44","14","2","ukrainian_brick","from_builders(planirovka)","87000","$","Solomensky"
"478","133","60","40","3","ukrainian_brick","from_builders(otdelka)","253000","$","Holosiivsky"
"479","133","45","48","3","ukrainian_brick","from_builders(otdelka)","267000","$","Holosiivsky"
"480","105","70","11","3","ukrainian_brick","good","165000","$","Podolsky"
"481","140","87","12","4","ukrainian_brick","good","200000","$","Shevchenkovsky"
"482","78","33","23","3","ukrainian_brick","from_builders(otdelka)","135000","$","Pechersky"
"483","125","78","18","3","ukrainian_brick","euro","170000","$","Obolon"
"484","91","48","14","3","ukrainian_panel","euro","85000","$","Darnitsky"
"485","84","40","14","2","ukrainian_brick","euro","159000","$","Pechersky"
"486","116","68","15","3","ukrainian_brick","from_builders(otdelka)","160000","$","Pechersky"
"487","88","40","24","3","ukrainian_brick","from_builders(otdelka)","153000","$","Holosiivsky"
"488","115","41","55","3","ukrainian_brick","repair_unfinished","195000","$","Pechersky"
"489","38","18","12","1","ukrainian_panel","euro","53000","$","Obolon"
"490","96","36","40","3","monolyth_concrete","euro","335000","$","Holosiivsky"
"491","107","40","42","4","panel","good","66000","$","Desniansky"
"492","35.4","20","7","1","ukrainian_panel","euro","49900","$","Obolon"
"493","54","18","12","1","ukrainian_panel","euro","55000","$","Podolsky"
"494","72","44","10","3","panel","euro","58000","$","Holosiivsky"
"495","96","47","20","2","","serious_repair_needed","77000","$","Holosiivsky"
"496","38","16","11","1","ukrainian_brick","euro","39900","$","Dneprovsky"
"497","42","22","20","2","before_revolution","good","88000","$","Shevchenkovsky"
"498","83","40","17","3","","euro","212000","$","Pechersky"
"499","97","55","20","3","monolyth_concrete","euro","200000","$","Obolon"
"500","48","28","6-May","2","ukrainian_panel","good","42000","$","Podolsky"
"501","106","54","11","3","ukrainian_brick","from_builders(planirovka)","89000","$","Dneprovsky"
"502","41","14","14","1","monolyth_concrete","from_builders(planirovka)","46000","$","Darnitsky"
"503","48","18","15","1","monolyth_concrete","from_builders(planirovka)","48700","$","Dneprovsky"
"504","45","13","21","1","monolyth_concrete","from_builders(planirovka)","48500","$","Darnitsky"
"505","49","17","13","1","","euro","87000","$","Obolon"
"506","54","30","8","2","panel","satisfactory","65000","$","Obolon"
"507","77","24","34","2","ukrainian_brick","good","180000","$","Shevchenkovsky"
"508","125","85","20","4","before_revolution","euro","275000","$","Shevchenkovsky"
"509","104","76","8","3","Stalinka","good","270000","$","Pechersky"
"510","72","50","15","2","Stalinka","euro","175000","$","Shevchenkovsky"
"511","65","37","12","2","before_revolution","euro","125000","$","Shevchenkovsky"
"512","220","137","19","5","ukrainian_brick","good","2000000","$","Pechersky"
"513","40","19","10","1","ukrainian_brick","euro","69000","$","Obolon"
"514","100","67","14","3","ukrainian_brick","serious_repair_needed","120000","$","Shevchenkovsky"
"515","92","48","14","3","","euro","95000","$","Darnitsky"
"516","140","60","52","3","ukrainian_brick","from_builders(otdelka)","413000","$","Pechersky"
"517","41","22","5","1","ukrainian_brick","from_builders(otdelka)","68000","$","Obolon"
"518","168","98","35","3","ukrainian_brick","from_builders(otdelka)","435000","$","Shevchenkovsky"
"519","235","154","24","4","ukrainian_brick","from_builders(otdelka)","822500","$","Shevchenkovsky"
"520","124","56","19","3","ukrainian_brick","euro","330000","$","Pechersky"
"521","84","33","36","3","ukrainian_brick","euro","168000","$","Holosiivsky"
"522","85","42","12","3","ukrainian_brick","euro","175000","$","Obolon"
"523","360","202","20","4","ukrainian_brick","from_builders(otdelka)","1595000","$","Pechersky"
"524","42","13","25","1","monolyth_concrete","euro","85000","$","Shevchenkovsky"
"525","77","36","12","2","ukrainian_brick","euro","79000","$","Podolsky"
"526","90","65","8","5","ukrainian_panel","satisfactory","74900","$","Obolon"
"527","170","112","24","3","ukrainian_brick","euro","380000","$","Shevchenkovsky"
"528","27","15","6","1","ukrainian_brick","good","40000","$","Pechersky"
"529","60","39.5","16-Feb","3","ukrainian_panel","good","67000","$","Dneprovsky"
"530","77","45","8","3","ukrainian_panel","euro","55000","$","Darnitsky"
"531","76","36","15","2","ukrainian_brick","good","78000","$","Darnitsky"
"532","56","32","10","2","ukrainian_panel","euro","62500","$","Darnitsky"
"533","55","33","11","2","old_brick","euro","75000","$","Holosiivsky"
"534","56","30","10","2","old_brick","euro","117000","$","Pechersky"
"535","90","50","14","3","ukrainian_brick","euro","125000","$","Shevchenkovsky"
"536","100","51","15","3","monolyth_concrete","good","159000","$","Shevchenkovsky"
"537","37","17","9","1","ukrainian_panel","from_builders(planirovka)","30000","$","Darnitsky"
"538","40","20-Mar","8-Mar","1","Stalinka","satisfactory","45000","$","Solomensky"
"539","51","35","9","2","before_revolution","good","118000","$","Pechersky"
"540","32","18","5","1","monolyth_concrete","from_builders(planirovka)","36000","$","Darnitsky"
"541","86","45","12","4","panel","euro","62000","$","Darnitsky"
"542","96","51","15","3","monolyth_concrete","from_builders(planirovka)","88000","$","Darnitsky"
"543","66","27","20","2","monolyth_concrete","from_builders(planirovka)","56000","$","Darnitsky"
"544","102","42","34","4","monolyth_concrete","from_builders(planirovka)","102000","$","Darnitsky"
"545","42","18","12","1","monolyth_concrete","from_builders(planirovka)","49000","$","Darnitsky"
"546","41","15","14","1","monolyth_concrete","from_builders(planirovka)","46000","$","Darnitsky"
"547","35","17","7","1","monolyth_concrete","from_builders(planirovka)","39000","$","Darnitsky"
"548","77","37","14","2","monolyth_concrete","from_builders(planirovka)","105000","$","Dneprovsky"
"549","104","55","16","3","monolyth_concrete","euro","120000","$","Holosiivsky"
"550","118","39","46","3","","euro","180000","uah","Shevchenkovsky"
"551","60","27","24","2","monolyth_concrete","euro","77500","$","Holosiivsky"
"552","41","15","13","1","ukrainian_brick","euro","99000","$","Pechersky"
"553","125","85","15","4","ukrainian_brick","euro","280000","$","Podolsky"
"554","87","59","19","2","ukrainian_brick","good","120000","$","Holosiivsky"
"555","57","41","8","2","Stalinka","euro","74000","uah","Pechersky"
"556","77","41","12","2","ukrainian_brick","euro","130000","$","Holosiivsky"
"557","107","63","15","3","ukrainian_brick","euro","280000","$","Pechersky"
"558","56","22","16","2","Stalinka","euro","108000","$","Pechersky"
"559","77","55","14","3","ukrainian_brick","good","110000","$","Obolon"
"560","47","24","12","1","ukrainian_brick","good","110000","$","Shevchenkovsky"
"561","111","58","14","4","ukrainian_brick","euro","260000","$","Podolsky"
"562","123","66","13","3","ukrainian_brick","euro","240000","$","Shevchenkovsky"
"563","178","54","45","4","ukrainian_brick","from_builders(otdelka)","430000","$","Holosiivsky"
"564","370","240","12","6","ukrainian_brick","from_builders(otdelka)","740000","$","Shevchenkovsky"
"565","84","35","21","2","ukrainian_brick","from_builders(otdelka)","285000","$","Pechersky"
"566","102","61","18","3","ukrainian_brick","from_builders(otdelka)","190000","$","Pechersky"
"567","108","66","15","3","ukrainian_brick","from_builders(planirovka)","173000","$","Pechersky"
"568","107","88","19","3","ukrainian_brick","from_builders(otdelka)","275000","$","Obolon"
"569","205","130","18","5","ukrainian_brick","from_builders(planirovka)","553500","$","Pechersky"
"570","137.7","27","77","2","monolyth_concrete","euro","699999","$","Pechersky"
"571","47","20","12","1","ukrainian_brick","satisfactory","47000","$","Darnitsky"
